date,time,inttime,B,A
20240320,130000000,1300,134.151028369683,133.926181501135
20240320,131500000,1315,133.810106018328,133.765019968151
20240320,133000000,1330,131.626606945155,131.756911993133
20240320,134500000,1345,133.08314765937,133.288949955934
20240320,140000000,1400,133.287044571896,133.445132884518
20240320,141500000,1415,132.798393416095,133.013500820343
20240320,143000000,1430,131.491396388209,131.634671594087
20240320,144500000,1445,132.575108499608,132.595908618244
20240320,150000000,1500,132.635075683287,132.623069824936
20240320,151500000,1515,131.784229491379,131.923610504644
20240320,153000000,1530,130.895617487891,131.090717996505
20240320,154500000,1545,131.031539038079,131.090717996505
20240320,160000000,1600,131.73422286007,131.090717996505
20240320,161500000,1615,130.968747268629,131.090717996505
20240320,163000000,1630,131.297382063403,131.090717996505
20240320,164500000,1645,130.828868251436,131.090717996505
20240320,170000000,1700,130.78883060964,131.090717996505
20240320,171500000,1715,130.684851259777,131.090717996505
20240320,173000000,1730,130.933095046842,131.090717996505
20240320,174500000,1745,131.579124462587,131.090717996505
20240320,180000000,1800,131.387822446182,131.090717996505
20240320,181500000,1815,131.276497817338,131.090717996505
20240320,183000000,1830,131.045492097913,131.090717996505
20240320,184500000,1845,130.933285048846,131.090717996505
20240320,190000000,1900,131.151527455663,131.090717996505
20240320,191500000,1915,130.634656965127,131.090717996505
20240320,193000000,1930,130.44454456197,131.090717996505
20240320,194500000,1945,131.163012974233,131.090717996505
20240320,200000000,2000,130.596231837067,131.090717996505
20240320,201500000,2015,131.154812464703,131.090717996505
20240320,203000000,2030,131.081227139056,131.090717996505
20240320,204500000,2045,130.598959532955,131.090717996505
20240320,210000000,2100,130.923856518359,131.090717996505
20240320,211500000,2115,130.276855957561,131.090717996505
20240320,213000000,2130,130.557311568946,131.090717996505
20240320,214500000,2145,131.08567184121,131.090717996505
20240320,220000000,2200,130.57502958506,131.090717996505
20240320,221500000,2215,130.768884666484,131.090717996505
20240320,223000000,2230,130.398633632069,131.090717996505
20240320,224500000,2245,130.797027980141,131.090717996505
20240320,230000000,2300,130.740621883557,131.090717996505
20240320,231500000,2315,130.589703860334,131.090717996505
20240320,233000000,2330,130.023239736291,131.090717996505
